"GeneID","Description"
"LOC126334543","lysosomal acid glucosylceramidase-like"
"LOC126334544","lysosomal acid glucosylceramidase-like"
"LOC126334545","lysosomal acid glucosylceramidase-like"
"LOC126334547","PDF receptor-like"
"LOC126334550","enoyl-CoA hydratase%2C mitochondrial-like"
"LOC126334559","uncharacterized LOC126334559"
"LOC126334561","adenosylhomocysteinase-like 1"
"LOC126334566","protein mono-ADP-ribosyltransferase TIPARP-like"
"LOC126334569","dynein regulatory complex protein 9"
"LOC126334576","Down syndrome cell adhesion molecule-like protein Dscam2"
"LOC126334579","uncharacterized LOC126334579"
"LOC126334582","serpin B12"
"LOC126334586","tubulin alpha-1C chain"
"LOC126334596","probable aconitate hydratase%2C mitochondrial"
"LOC126334598","sialin-like"
"LOC126334600","mitochondrial glycine transporter-like"
"LOC126334614","kinesin-like protein KIF20B"
"LOC126334632","phenoloxidase 2-like"
"LOC126334633","damage-control phosphatase ARMT1-like"
"LOC126334634","SET domain-containing protein SmydA-8"
"LOC126334641","ATP-binding cassette sub-family C member 12-like"
"LOC126334645","gustatory receptor for sugar taste 43a-like"
"LOC126334647","ATP-binding cassette sub-family C member 4-like"
"LOC126334648","ATP-binding cassette sub-family C member 4-like"
"LOC126334654","piRNA biogenesis protein EXD1-like"
"LOC126334657","bcl-2-related ovarian killer protein-like"
"LOC126334667","juvenile hormone esterase-like"
"LOC126334669","esterase FE4-like"
"LOC126334679","esterase FE4-like"
"LOC126334680","esterase FE4-like"
"LOC126334687","putative ammonium transporter 1"
"LOC126334694","dihydrodiol dehydrogenase 3-like"
"LOC126334695","C-type lectin domain family 10 member A-like"
"LOC126334697","macrophage mannose receptor 1-like"
"LOC126334698","macrophage mannose receptor 1-like"
"LOC126334700","macrophage mannose receptor 1-like"
"LOC126334701","macrophage mannose receptor 1-like"
"LOC126334702","macrophage mannose receptor 1-like"
"LOC126334704","uncharacterized LOC126334704"
"LOC126334706","sodium-dependent nutrient amino acid transporter 1-like"
"LOC126334710","cubilin-like"
"LOC126334711","cubilin-like"
"LOC126334720","uncharacterized LOC126334720"
"LOC126334724","uncharacterized LOC126334724"
"LOC126334736","cuticle protein 38-like"
"LOC126334737","BAG domain-containing protein Samui-like"
"LOC126334741","chorion peroxidase-like"
"LOC126334747","calcium-activated chloride channel regulator 1-like"
"LOC126334751","uncharacterized LOC126334751"
"LOC126334752","uncharacterized LOC126334752"
"LOC126334753","uncharacterized LOC126334753"
"LOC126334754","uncharacterized LOC126334754"
"LOC126334755","uncharacterized LOC126334755"
"LOC126334758","POC1 centriolar protein homolog A-like"
"LOC126334760","uncharacterized LOC126334760"
"LOC126334768","aurora kinase C-like"
"LOC126334771","probable multidrug resistance-associated protein lethal(2)03659"
"LOC126334774","ATP-binding cassette sub-family C member 4-like"
"LOC126334775","ATP-binding cassette sub-family C member 4-like"
"LOC126334776","probable inactive tRNA-specific adenosine deaminase-like protein 3"
"LOC126334777","agrin-like"
"LOC126334779","defensin-1-like"
"LOC126334780","defensin-1-like"
"LOC126334783","agrin-like"
"LOC126334785","uncharacterized LOC126334785"
"LOC126334786","bone morphogenetic protein 5-like"
"LOC126334790","transmembrane protein 186-like"
"LOC126334794","cuticle protein 21-like"
"LOC126334795","cuticle protein 21-like"
"LOC126334796","cuticle protein 18.6-like"
"LOC126334797","cuticle protein 18.6"
"LOC126334798","cuticle protein 18.6-like"
"LOC126334799","cuticle protein 21-like"
"LOC126334800","cuticle protein 21-like"
"LOC126334801","cuticle protein 19.8-like"
"LOC126334802","cuticle protein 19.8-like"
"LOC126334803","cuticle protein 19.8-like"
"LOC126334805","cuticle protein 18.6-like"
"LOC126334806","cuticle protein 21-like"
"LOC126334807","cuticle protein 21-like"
"LOC126334808","cuticle protein 21"
"LOC126334809","cuticle protein 21-like"
"LOC126334810","cuticle protein 21-like"
"LOC126334811","cuticle protein 21-like"
"LOC126334813","cuticle protein 21-like"
"LOC126334814","cuticle protein 21-like"
"LOC126334815","cuticle protein 18.6-like"
"LOC126334817","iodotyrosine deiodinase 1"
"LOC126334818","ribosomal protein S6 kinase alpha-5-like"
"LOC126334820","uncharacterized LOC126334820"
"LOC126334824","uncharacterized LOC126334824"
"LOC126334835","sialin-like"
"LOC126334840","zinc finger CCHC domain-containing protein 24-like"
"LOC126334844","ATP-binding cassette sub-family C member 4-like"
"LOC126334846","ATP-binding cassette sub-family C member 4-like"
"LOC126334851","uncharacterized LOC126334851"
"LOC126334853","uncharacterized LOC126334853"
"LOC126334856","probable multidrug resistance-associated protein lethal(2)03659"
"LOC126334857","probable multidrug resistance-associated protein lethal(2)03659"
"LOC126334858","uncharacterized LOC126334858"
"LOC126334860","zinc finger-containing ubiquitin peptidase 1-like"
"LOC126334861","prostaglandin reductase 1-like"
"LOC126334863","uncharacterized LOC126334863"
"LOC126334867","ski oncogene-like"
"LOC126334872","oligodendrocyte transcription factor 1-like"
"LOC126334873","hexamerin-like"
"LOC126334874","hexamerin-like"
"LOC126334875","hexamerin-like"
"LOC126334876","allergen Cr-PI-like"
"LOC126334879","hexamerin-like"
"LOC126334880","hexamerin-like"
"LOC126334884","juvenile hormone esterase-like"
"LOC126334885","juvenile hormone esterase-like"
"LOC126334899","uncharacterized LOC126334899"
"LOC126334905","probable imidazolonepropionase"
"LOC126334907","uncharacterized LOC126334907"
"LOC126334909","uncharacterized LOC126334909"
"LOC126334910","uncharacterized LOC126334910"
"LOC126334920","acyl-CoA Delta-9 desaturase-like"
"LOC126334921","tyrosine-protein phosphatase non-receptor type 23-like"
"LOC126334922","protein odd-skipped-related 2-like"
"LOC126334923","protein odd-skipped-like"
"LOC126334927","zinc finger protein 628-like"
"LOC126334928","WAS/WASL-interacting protein family member 3-like"
"LOC126334929","eukaryotic translation initiation factor 4E-binding protein"
"LOC126334930","insulin receptor substrate 1"
"LOC126334936","uncharacterized LOC126334936"
"LOC126334938","acyl-CoA Delta-9 desaturase"
"LOC126334946","RNA-binding protein Musashi homolog 2"
"LOC126334947","leucine-rich repeat-containing G-protein coupled receptor 5-like"
"LOC126334948","U6 snRNA-associated Sm-like protein LSm3"
"LOC126334952","uncharacterized LOC126334952"
"LOC126334955","sialin"
"LOC126334957","kinesin-like protein unc-104"
"LOC126334959","superoxide dismutase [Mn]%2C mitochondrial"
"LOC126334964","15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like"
"LOC126334969","uncharacterized LOC126334969"
"LOC126334972","uncharacterized LOC126334972"
"LOC126334976","uncharacterized LOC126334976"
"LOC126334984","ATP-binding cassette sub-family C member 4-like"
"LOC126334988","uncharacterized LOC126334988"
"LOC126334990","sodium-independent sulfate anion transporter-like"
"LOC126334991","sodium-independent sulfate anion transporter-like"
"LOC126334994","sodium-independent sulfate anion transporter-like"
"LOC126334996","sodium-independent sulfate anion transporter-like"
"LOC126334997","sodium-independent sulfate anion transporter-like"
"LOC126334998","uncharacterized LOC126334998"
"LOC126334999","ankyrin repeat domain-containing protein 2-like"
"LOC126335001","exostosin-3-like"
"LOC126335006","carboxypeptidase B-like"
"LOC126335010","amine oxidase [flavin-containing]-like"
"LOC126335013","serine protease snake-like"
"LOC126335014","farnesol dehydrogenase-like"
"LOC126335016","uncharacterized LOC126335016"
"LOC126335018","carcinine transporter-like"
"LOC126335021","frizzled-9-like"
"LOC126335029","uncharacterized LOC126335029"
"LOC126335031","adhesion G-protein coupled receptor G2-like"
"LOC126335034","uncharacterized LOC126335034"
"LOC126335035","uncharacterized LOC126335035"
"LOC126335036","S-adenosylmethionine decarboxylase proenzyme"
"LOC126335038","uncharacterized LOC126335038"
"LOC126335041","xaa-Pro aminopeptidase ApepP-like"
"LOC126335043","kielin/chordin-like protein"
"LOC126335044","cytochrome P450 6k1-like"
"LOC126335045","probable cytochrome P450 6a13"
"LOC126335046","uncharacterized LOC126335046"
"LOC126335049","speckle-type POZ protein B-like"
"LOC126335055","cuticle protein 67-like"
"LOC126335057","uncharacterized LOC126335057"
"LOC126335062","cuticle protein 67-like"
"LOC126335063","uncharacterized LOC126335063"
"LOC126335068","zinc finger protein ZIC 1-like"
"LOC126335071","uncharacterized LOC126335071"
"LOC126335072","cuticle protein 67-like"
"LOC126335077","cuticle protein 76-like"
"LOC126335078","cysteine-rich protein 1-like"
"LOC126335080","uncharacterized LOC126335080"
"LOC126335081","protein O-mannosyl-transferase TMTC4-like"
"LOC126335083","juvenile hormone esterase-like"
"LOC126335084","esterase E4-like"
"LOC126335086","cuticle protein 67-like"
"LOC126335087","probable basic-leucine zipper transcription factor E"
"LOC126335090","uncharacterized LOC126335090"
"LOC126335093","cuticle protein 67-like"
"LOC126335097","cuticle protein 67-like"
"LOC126335099","cuticle protein 67-like"
"LOC126335101","uncharacterized LOC126335101"
"LOC126335106","sodium-coupled monocarboxylate transporter 1-like"
"LOC126335114","esterase E4-like"
"LOC126335115","esterase E4-like"
"LOC126335117","esterase E4-like"
"LOC126335119","vesicular glutamate transporter 2.2-like"
"LOC126335124","cuticle protein 76-like"
"LOC126335126","juvenile hormone acid O-methyltransferase-like"
"LOC126335127","uncharacterized LOC126335127"
"LOC126335132","uncharacterized LOC126335132"
"LOC126335133","uncharacterized LOC126335133"
"LOC126335136","esterase E4-like"
"LOC126335137","uncharacterized LOC126335137"
"LOC126335138","uncharacterized LOC126335138"
"LOC126335140","esterase E4-like"
"LOC126335141","solute carrier family 23 member 2"
"LOC126335142","integrin beta-PS-like"
"LOC126335144","cuticle protein 67-like"
"LOC126335148","juvenile hormone acid O-methyltransferase-like"
"LOC126335152","TLR4 interactor with leucine rich repeats"
"LOC126335154","sterol O-acyltransferase 2"
"LOC126335155","sterol O-acyltransferase 2-like"
"LOC126335156","cullin-associated NEDD8-dissociated protein 1-like"
"LOC126335165","juvenile hormone acid O-methyltransferase-like"
"LOC126335166","probable multidrug resistance-associated protein lethal(2)03659"
"LOC126335167","serine protease inhibitor 88Ea-like"
"LOC126335174","adhesion G-protein coupled receptor G6-like"
"LOC126335181","uncharacterized LOC126335181"
"LOC126335182","apyrase-like"
"LOC126335186","uncharacterized LOC126335186"
"LOC126335187","esterase E4-like"
"LOC126335190","uncharacterized LOC126335190"
"LOC126335191","uncharacterized LOC126335191"
"LOC126335194","uncharacterized LOC126335194"
"LOC126335199","homeobox protein unc-4 homolog"
"LOC126335202","uncharacterized LOC126335202"
"LOC126335203","Usher syndrome type-1G protein homolog"
"LOC126335210","cuticle protein 67-like"
"LOC126335221","cuticle protein 67-like"
"LOC126335222","uncharacterized LOC126335222"
"LOC126335225","uncharacterized LOC126335225"
"LOC126335229","uncharacterized LOC126335229"
"LOC126335230","uncharacterized LOC126335230"
"LOC126335231","inter alpha-trypsin inhibitor%2C heavy chain 4-like"
"LOC126335232","uncharacterized LOC126335232"
"LOC126335233","uncharacterized LOC126335233"
"LOC126335235","uncharacterized LOC126335235"
"LOC126335237","uncharacterized LOC126335237"
"LOC126335241","uncharacterized LOC126335241"
"LOC126335242","isocitrate dehydrogenase [NADP]%2C mitochondrial-like"
"LOC126335245","E3 ubiquitin-protein ligase Siah1-like"
"LOC126335247","E3 ubiquitin-protein ligase Siah1-like"
"LOC126335250","E3 ubiquitin-protein ligase SIAH1B-like"
"LOC126335251","uncharacterized LOC126335251"
"LOC126335252","uncharacterized LOC126335252"
"LOC126335253","uncharacterized LOC126335253"
"LOC126335254","uncharacterized LOC126335254"
"LOC126335255","uncharacterized LOC126335255"
"LOC126335256","probable methylmalonate-semialdehyde dehydrogenase [acylating]%2C mitochondrial"
"LOC126335257","sialin-like"
"LOC126335258","galactoside alpha-(1%2C2)-fucosyltransferase 2-like"
"LOC126335259","sialin-like"
"LOC126335260","cuticle protein 21.3-like"
"LOC126335261","sialin-like"
"LOC126335268","cuticle protein 19.8-like"
"LOC126335271","1%2C5-anhydro-D-fructose reductase-like"
"LOC126335276","uncharacterized LOC126335276"
"LOC126335284","guanine nucleotide-binding protein subunit beta-2-like 1"
"LOC126335288","polypeptide N-acetylgalactosaminyltransferase 3-like"
"LOC126335290","uncharacterized LOC126335290"
"LOC126335304","ice-structuring glycoprotein-like"
"LOC126335308","uncharacterized LOC126335308"
"LOC126335309","acyl-CoA Delta-9 desaturase-like"
"LOC126335312","solute carrier family 46 member 3-like"
"LOC126335316","uncharacterized LOC126335316"
"LOC126335320","uncharacterized LOC126335320"
"LOC126335321","uncharacterized LOC126335321"
"LOC126335325","uncharacterized LOC126335325"
"LOC126335327","uncharacterized LOC126335327"
"LOC126335329","uncharacterized LOC126335329"
"LOC126335335","diuretic hormone 45"
"LOC126335336","uncharacterized LOC126335336"
"LOC126335344","neuroligin-4%2C X-linked-like"
"LOC126335345","neuroligin-2-like"
"LOC126335348","uncharacterized LOC126335348"
"LOC126335350","protein lozenge-like"
"LOC126335354","monocarboxylate transporter 12-like"
"LOC126335355","sialin-like"
"LOC126335365","oxidized low-density lipoprotein receptor 1-like"
"LOC126335369","uncharacterized LOC126335369"
"LOC126335378","mucin-7-like"
"LOC126335380","uncharacterized LOC126335380"
"LOC126335382","transforming growth factor-beta-induced protein ig-h3"
"LOC126335393","uncharacterized LOC126335393"
"LOC126335404","serpin B6-like"
"LOC126335406","uncharacterized LOC126335406"
"LOC126335424","calpain-11-like"
"LOC126335434","ras-like protein family member 11B"
"LOC126335436","ras-related and estrogen-regulated growth inhibitor-like"
"LOC126335438","organic cation transporter protein-like"
"LOC126335446","fibrous sheath CABYR-binding protein-like"
"LOC126335449","uncharacterized LOC126335449"
"LOC126335450","uncharacterized LOC126335450"
"LOC126335453","chaoptin-like"
"LOC126335454","chaoptin-like"
"LOC126335460","uncharacterized LOC126335460"
"LOC126335461","sodium-independent sulfate anion transporter"
"LOC126335463","serpin B8-like"
"LOC126335465","serpin B6-like"
"LOC126335466","serpin B3-like"
"LOC126335467","leukocyte elastase inhibitor-like"
"LOC126335468","serpin B6-like"
"LOC126335470","leukocyte elastase inhibitor-like"
"LOC126335471","serpin B6-like"
"LOC126335472","serpin B4-like"
"LOC126335490","protein big brother"
"LOC126335494","chitin deacetylase 1"
"LOC126335497","acetylcholinesterase-like"
"LOC126335498","uncharacterized LOC126335498"
"LOC126335505","isocitrate dehydrogenase [NADP] cytoplasmic"
"LOC126335507","UTP--glucose-1-phosphate uridylyltransferase-like"
"LOC126335509","reversion-inducing cysteine-rich protein with Kazal motifs-like"
"LOC126335513","protein yellow-like"
"LOC126335514","protein yellow-like"
"LOC126335515","protein yellow-like"
"LOC126335517","uncharacterized LOC126335517"
"LOC126335518","UPF0764 protein C16orf89 homolog"
"LOC126335524","meiosis 1 arrest protein-like"
"LOC126335526","uncharacterized LOC126335526"
"LOC126335528","intraflagellar transport protein 27 homolog"
"LOC126335539","inward rectifier potassium channel 4-like"
"LOC126335543","uncharacterized LOC126335543"
"LOC126335544","leukocyte elastase inhibitor-like"
"LOC126335545","leukocyte elastase inhibitor-like"
"LOC126335546","leukocyte elastase inhibitor-like"
"LOC126335547","serpin B6-like"
"LOC126335552","uncharacterized LOC126335552"
"LOC126335553","uncharacterized LOC126335553"
"LOC126335554","brain-specific angiogenesis inhibitor 1-associated protein 2-like"
"LOC126335557","cytosolic endo-beta-N-acetylglucosaminidase"
"LOC126335559","UDP-glucosyltransferase 2-like"
"LOC126335561","UDP-glucosyltransferase 2-like"
"LOC126335563","androgen-dependent TFPI-regulating protein-like"
"LOC126335564","sodium-independent sulfate anion transporter-like"
"LOC126335565","cytochrome P450 9e2-like"
"LOC126335566","cytochrome P450 9e2-like"
"LOC126335577","ATP-binding cassette sub-family C member 4-like"
"LOC126335579","ATP-binding cassette sub-family C member 4-like"
"LOC126335581","cytochrome P450 9e2-like"
"LOC126335582","cytochrome P450 9e2-like"
